Series_Title,Released_Year,Decade,Certificate_Clean,Runtime,IMDB_Rating,Meta_score,Rating_Diff,No_of_Votes,Log_Votes,Gross,Log_Gross,Director,Star1,Star2,Star3,Star4,Avg_Star_Freq,Genre_Drama,Genre_Comedy,Genre_Crime,Genre_Adventure,Genre_Action,Genre_Thriller,Genre_Romance,Genre_Biography,Genre_Mystery,Genre_Animation,Genre_Sci-Fi,Genre_Fantasy,Genre_Family,Genre_History,Genre_War,Genre_Music,Genre_Horror,Genre_Western,Genre_Film-Noir,Genre_Sport,Genre_Musical
Pride,2014,2010,Restricted,119,7.8,79.0,-0.1,51841,10.856,1752214.0,14.376,Matthew Warchus,Bill Nighy,Imelda Staunton,Dominic West,Paddy Considine,2.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Le passé,2013,2010,Parental Guidance,130,7.8,85.0,-0.7,45002,10.714,1330596.0,14.101,Asghar Farhadi,Bérénice Bejo,Tahar Rahim,Ali Mosaffa,Pauline Burlet,1.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
La grande bellezza,2013,2010,Unknown,141,7.8,86.0,-0.8,81125,11.304,2852400.0,14.864,Paolo Sorrentino,Toni Servillo,Carlo Verdone,Sabrina Ferilli,Carlo Buccirosso,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lunchbox,2013,2010,All Ages,104,7.8,76.0,0.2,50523,10.83,4231500.0,15.258,Ritesh Batra,Irrfan Khan,Nimrat Kaur,Nawazuddin Siddiqui,Lillete Dubey,2.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicky Donor,2012,2010,Parental Guidance,126,7.8,76.0,0.2,39710,10.589,169209.0,12.039,Shoojit Sircar,Ayushmann Khurrana,Yami Gautam,Annu Kapoor,Dolly Ahluwalia,1.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Hero 6,2014,2010,All Ages,102,7.8,74.0,0.4,410983,12.926,222527828.0,19.221,Don Hall,Chris Williams,Ryan Potter,Scott Adsit,Jamie Chung,1.25,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
About Time,2013,2010,Restricted,123,7.8,55.0,2.3,303032,12.622,15322921.0,16.545,Richard Curtis,Domhnall Gleeson,Rachel Mcadams,Bill Nighy,Lydia Wilson,3.75,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
English Vinglish,2012,2010,All Ages,134,7.8,78.0,0.0,33618,10.423,1670773.0,14.329,Gauri Shinde,Sridevi,Adil Hussain,Mehdi Nebbou,Priya Anand,1.25,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kaze tachinu,2013,2010,Parental Guidance,126,7.8,83.0,-0.5,73690,11.208,5209580.0,15.466,Hayao Miyazaki,Hideaki Anno,Hidetoshi Nishijima,Miori Takimoto,Masahiko Nishimura,1.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Toy Story 4,2019,2010,All Ages,100,7.8,84.0,-0.6,203177,12.222,434038008.0,19.889,Josh Cooley,Tom Hanks,Tim Allen,Annie Potts,Tony Hale,5.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
La migliore offerta,2013,2010,Restricted,131,7.8,49.0,2.9,108399,11.594,85433.0,11.355,Giuseppe Tornatore,Geoffrey Rush,Jim Sturgess,Sylvia Hoeks,Donald Sutherland,2.25,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Moonrise Kingdom,2012,2010,Restricted,94,7.8,84.0,-0.6,318789,12.672,45512466.0,17.633,Wes Anderson,Jared Gilman,Kara Hayward,Bruce Willis,Bill Murray,3.75,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Train Your Dragon 2,2014,2010,All Ages,102,7.8,76.0,0.2,305611,12.63,177002924.0,18.992,Dean Deblois,Jay Baruchel,Cate Blanchett,Gerard Butler,Craig Ferguson,2.75,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Big Short,2015,2010,Restricted,130,7.8,81.0,-0.3,362942,12.802,70259870.0,18.068,Adam Mckay,Christian Bale,Steve Carell,Ryan Gosling,Brad Pitt,7.75,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kokuhaku,2010,2010,Unknown,106,7.8,78.0,0.0,35713,10.483,845464.0,13.648,Tetsuya Nakashima,Takako Matsu,Yoshino Kimura,Masaki Okada,Yukito Nishii,1.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ang-ma-reul bo-at-da,2010,2010,Unknown,144,7.8,67.0,1.1,111252,11.62,128392.0,11.763,Jee-Woon Kim,Lee Byung-Hun,Choi Min-Sik,Jeon Gook-Hwan,Ho-Jin Chun,1.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Girl with the Dragon Tattoo,2011,2010,Restricted,158,7.8,71.0,0.7,423010,12.955,102515793.0,18.446,David Fincher,Daniel Craig,Rooney Mara,Christopher Plummer,Stellan Skarsgård,4.25,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Captain Phillips,2013,2010,Parental Guidance,134,7.8,82.0,-0.4,421244,12.951,107100855.0,18.489,Paul Greengrass,Tom Hanks,Barkhad Abdi,Barkhad Abdirahman,Catherine Keener,5.25,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajeossi,2010,2010,Restricted,119,7.8,78.0,0.0,62848,11.048,6460.0,8.774,Jeong-Beom Lee,Won Bin,Sae-Ron Kim,Tae-Hoon Kim,Hee-Won Kim,1.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straight Outta Compton,2015,2010,Restricted,147,7.8,72.0,0.6,179264,12.097,161197785.0,18.898,F. Gary Gray,O'Shea Jackson Jr.,Corey Hawkins,Jason Mitchell,Neil Brown Jr.,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Madeo,2009,2000,Restricted,129,7.8,79.0,-0.1,52758,10.873,547292.0,13.213,Bong Joon Ho,Hye-Ja Kim,Won Bin,Jin Goo,Je-Mun Yun,1.5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chugyeokja,2008,2000,Unknown,125,7.8,64.0,1.4,58468,10.976,1642794.0,14.312,Hong-Jin Na,Kim Yoon-Seok,Jung-Woo Ha,Yeong-Hie Seo,Yoo-Jeong Kim,1.25,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hobbit: The Desolation of Smaug,2013,2010,Parental Guidance,161,7.8,66.0,1.2,601408,13.307,258366855.0,19.37,Peter Jackson,Ian Mckellen,Martin Freeman,Richard Armitage,Ken Stott,3.25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Das weiße Band - Eine deutsche Kindergeschichte,2009,2000,Parental Guidance,144,7.8,82.0,-0.4,68715,11.138,2222647.0,14.614,Michael Haneke,Christian Friedel,Ernst Jacobi,Leonie Benesch,Ulrich Tukur,1.25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Män som hatar kvinnor,2009,2000,Restricted,152,7.8,76.0,0.2,208994,12.25,10095170.0,16.128,Niels Arden Oplev,Michael Nyqvist,Noomi Rapace,Ewa Fröling,Lena Endre,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Trial of the Chicago 7,2020,2020,Restricted,129,7.8,77.0,0.1,89896,11.406,13639724.0,16.428,Aaron Sorkin,Eddie Redmayne,Alex Sharp,Sacha Baron Cohen,Jeremy Strong,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Druk,2020,2020,Unknown,117,7.8,81.0,-0.3,33931,10.432,13639724.0,16.428,Thomas Vinterberg,Mads Mikkelsen,Thomas Bo Larsen,Magnus Millang,Lars Ranthe,2.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fighter,2010,2010,Parental Guidance,116,7.8,79.0,-0.1,340584,12.738,93617009.0,18.355,David O. Russell,Mark Wahlberg,Christian Bale,Amy Adams,Melissa Leo,4.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Taken,2008,2000,Restricted,90,7.8,51.0,2.7,564791,13.244,145000989.0,18.792,Pierre Morel,Liam Neeson,Maggie Grace,Famke Janssen,Leland Orser,1.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boy in the Striped Pyjamas,2008,2000,Parental Guidance,94,7.8,55.0,2.3,190748,12.159,9030581.0,16.016,Mark Herman,Asa Butterfield,David Thewlis,Rupert Friend,Zac Mattoon O'Brien,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Once,2007,2000,Restricted,86,7.8,88.0,-1.0,110656,11.614,9439923.0,16.06,John Carney,Glen Hansard,Markéta Irglová,Hugh Walsh,Gerard Hendrick,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Hobbit: An Unexpected Journey,2012,2010,Parental Guidance,169,7.8,58.0,2.0,757377,13.538,303003568.0,19.529,Peter Jackson,Martin Freeman,Ian Mckellen,Richard Armitage,Andy Serkis,3.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Auf der anderen Seite,2007,2000,Unknown,122,7.8,85.0,-0.7,30827,10.336,741283.0,13.516,Fatih Akin,Baki Davrak,Nurgül Yesilçay,Tuncel Kurtiz,Nursel Köse,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atonement,2007,2000,Restricted,123,7.8,85.0,-0.7,251370,12.435,50927067.0,17.746,Joe Wright,Keira Knightley,James Mcavoy,Brenda Blethyn,Saoirse Ronan,3.25,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Drive,2011,2010,Restricted,100,7.8,78.0,0.0,571571,13.256,35061555.0,17.373,Nicolas Winding Refn,Ryan Gosling,Carey Mulligan,Bryan Cranston,Albert Brooks,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Gangster,2007,2000,Restricted,157,7.8,76.0,0.2,392449,12.88,130164645.0,18.684,Ridley Scott,Denzel Washington,Russell Crowe,Chiwetel Ejiofor,Josh Brolin,6.5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Avatar,2009,2000,Parental Guidance,162,7.8,83.0,-0.5,1118998,13.928,760507625.0,20.449,James Cameron,Sam Worthington,Zoe Saldana,Sigourney Weaver,Michelle Rodriguez,2.75,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mr. Nobody,2009,2000,Restricted,141,7.8,63.0,1.5,216421,12.285,3600.0,8.189,Jaco Van Dormael,Jared Leto,Sarah Polley,Diane Kruger,Linh Dan Pham,2.25,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Apocalypto,2006,2000,Restricted,139,7.8,68.0,1.0,291018,12.581,50866635.0,17.745,Mel Gibson,Gerardo Taracena,Raoul Max Trujillo,Dalia Hernández,Rudy Youngblood,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Miss Sunshine,2006,2000,Parental Guidance,101,7.8,80.0,-0.2,439856,12.994,59891098.0,17.908,Jonathan Dayton,Valerie Faris,Steve Carell,Toni Collette,Greg Kinnear,2.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Fuzz,2007,2000,Parental Guidance,121,7.8,81.0,-0.3,463466,13.046,23637265.0,16.978,Edgar Wright,Simon Pegg,Nick Frost,Martin Freeman,Bill Nighy,3.25,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Curious Case of Benjamin Button,2008,2000,Parental Guidance,166,7.8,70.0,0.8,589160,13.286,127509326.0,18.664,David Fincher,Brad Pitt,Cate Blanchett,Tilda Swinton,Julia Ormond,4.75,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Veer-Zaara,2004,2000,All Ages,192,7.8,67.0,1.1,49050,10.801,2921738.0,14.888,Yash Chopra,Shah Rukh Khan,Preity Zinta,Rani Mukerji,Kirron Kher,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Adams æbler,2005,2000,Restricted,94,7.8,51.0,2.7,45717,10.73,1305.0,7.175,Anders Thomas Jensen,Ulrich Thomsen,Mads Mikkelsen,Nicolas Bro,Paprika Steen,2.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pride & Prejudice,2005,2000,Parental Guidance,129,7.8,82.0,-0.4,258924,12.464,38405088.0,17.464,Joe Wright,Keira Knightley,Matthew Macfadyen,Brenda Blethyn,Donald Sutherland,2.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The World's Fastest Indian,2005,2000,All Ages,127,7.8,68.0,1.0,51980,10.859,5128124.0,15.45,Roger Donaldson,Anthony Hopkins,Diane Ladd,Iain Rea,Tessa Mitchell,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Tôkyô goddofâzâzu,2003,2000,Parental Guidance,90,7.8,73.0,0.5,31658,10.363,128985.0,11.767,Satoshi Kon,Shôgo Furuya,Tôru Emori,Yoshiaki Umegaki,Aya Okamoto,1.25,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Serenity,2005,2000,Parental Guidance,119,7.8,74.0,0.4,283310,12.554,25514517.0,17.055,Joss Whedon,Nathan Fillion,Gina Torres,Chiwetel Ejiofor,Alan Tudyk,2.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Walk the Line,2005,2000,Parental Guidance,136,7.8,72.0,0.6,234207,12.364,119519402.0,18.599,James Mangold,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,Robert Patrick,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Ondskan,2003,2000,Unknown,113,7.8,61.0,1.7,35682,10.482,15280.0,9.634,Mikael Håfström,Andreas Wilson,Henrik Lundström,Gustaf Skarsgård,Linda Zilliacus,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Notebook,2004,2000,Restricted,123,7.8,53.0,2.5,520284,13.162,81001787.0,18.21,Nick Cassavetes,Gena Rowlands,James Garner,Rachel Mcadams,Ryan Gosling,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diarios de motocicleta,2004,2000,All Ages,126,7.8,75.0,0.3,96703,11.479,16756372.0,16.634,Walter Salles,Gael García Bernal,Rodrigo De La Serna,Mía Maestro,Mercedes Morán,1.75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilja 4-ever,2002,2000,Restricted,109,7.8,82.0,-0.4,42673,10.661,181655.0,12.11,Lukas Moodysson,Oksana Akinshina,Artyom Bogucharskiy,Pavel Ponomaryov,Lyubov Agapova,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les triplettes de Belleville,2003,2000,Parental Guidance,80,7.8,91.0,-1.3,50622,10.832,7002255.0,15.762,Sylvain Chomet,Michèle Caucheteux,Jean-Claude Donda,Michel Robin,Monica Viegas,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gongdong gyeongbi guyeok JSA,2000,2000,Unknown,110,7.8,58.0,2.0,26518,10.186,709738.5,13.473,Chan-Wook Park,Lee Yeong-Ae,Lee Byung-Hun,Kang-Ho Song,Kim Tae-Woo,2.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Count of Monte Cristo,2002,2000,Parental Guidance,131,7.8,61.0,1.7,129022,11.768,54234062.0,17.809,Kevin Reynolds,Jim Caviezel,Guy Pearce,Christopher Adamson,Jb Blanc,1.75,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waking Life,2001,2000,Restricted,99,7.8,83.0,-0.5,60684,11.013,2892011.0,14.877,Richard Linklater,Ethan Hawke,Trevor Jack Brooks,Lorelei Linklater,Wiley Wiggins,3.25,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Remember the Titans,2000,2000,All Ages,113,7.8,48.0,3.0,198089,12.196,115654751.0,18.566,Boaz Yakin,Denzel Washington,Will Patton,Wood Harris,Ryan Hurst,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Wo hu cang long,2000,2000,Parental Guidance,120,7.8,94.0,-1.6,253228,12.442,128078872.0,18.668,Ang Lee,Yun-Fat Chow,Michelle Yeoh,Ziyi Zhang,Chen Chang,1.75,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Todo sobre mi madre,1999,1990,Restricted,101,7.8,87.0,-0.9,89058,11.397,8264530.0,15.927,Pedro Almodóvar,Cecilia Roth,Marisa Paredes,Candela Peña,Antonia San Juan,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cast Away,2000,2000,Parental Guidance,143,7.8,73.0,0.5,524235,13.17,233632142.0,19.269,Robert Zemeckis,Tom Hanks,Helen Hunt,Paul Sanchez,Lari White,4.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boondock Saints,1999,1990,Restricted,108,7.8,44.0,3.4,227143,12.333,25812.0,10.159,Troy Duffy,Willem Dafoe,Sean Patrick Flanery,Norman Reedus,David Della Rocco,2.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Insider,1999,1990,Parental Guidance,157,7.8,84.0,-0.6,159886,11.982,28965197.0,17.182,Michael Mann,Russell Crowe,Al Pacino,Christopher Plummer,Diane Venora,6.75,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
October Sky,1999,1990,Parental Guidance,108,7.8,71.0,0.7,82855,11.325,32481825.0,17.296,Joe Johnston,Jake Gyllenhaal,Chris Cooper,Laura Dern,Chris Owen,3.75,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Shrek,2001,2000,All Ages,90,7.8,84.0,-0.6,613941,13.328,267665011.0,19.405,Andrew Adamson,Vicky Jenson,Mike Myers,Eddie Murphy,Cameron Diaz,1.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Titanic,1997,1990,Parental Guidance,194,7.8,75.0,0.3,1046089,13.861,659325379.0,20.307,James Cameron,Leonardo Dicaprio,Kate Winslet,Billy Zane,Kathy Bates,5.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hana-bi,1997,1990,Unknown,103,7.8,78.0,0.0,27712,10.23,233986.0,12.363,Takeshi Kitano,Takeshi Kitano,Kayoko Kishimoto,Ren Osugi,Susumu Terajima,1.25,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gattaca,1997,1990,Parental Guidance,106,7.8,64.0,1.4,280845,12.546,12339633.0,16.328,Andrew Niccol,Ethan Hawke,Uma Thurman,Jude Law,Gore Vidal,4.25,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Game,1997,1990,Parental Guidance,129,7.8,61.0,1.7,345096,12.752,48323648.0,17.693,David Fincher,Michael Douglas,Deborah Kara Unger,Sean Penn,James Rebhorn,3.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Breaking the Waves,1996,1990,Restricted,159,7.8,76.0,0.2,62428,11.042,4040691.0,15.212,Lars Von Trier,Emily Watson,Stellan Skarsgård,Katrin Cartlidge,Jean-Marc Barr,1.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Wood,1994,1990,All Ages,127,7.8,70.0,0.8,164937,12.013,5887457.0,15.588,Tim Burton,Johnny Depp,Martin Landau,Sarah Jessica Parker,Patricia Arquette,4.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
What's Eating Gilbert Grape,1993,1990,All Ages,118,7.8,73.0,0.5,215034,12.279,9170214.0,16.031,Lasse Hallström,Johnny Depp,Leonardo Dicaprio,Juliette Lewis,Mary Steenburgen,5.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tombstone,1993,1990,Restricted,130,7.8,50.0,2.8,126871,11.751,56505065.0,17.85,George P. Cosmatos,Kevin Jarre,Kurt Russell,Val Kilmer,Sam Elliott,2.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sandlot,1993,1990,All Ages,101,7.8,55.0,2.3,78963,11.277,32416586.0,17.294,David Mickey Evans,Tom Guiry,Mike Vitar,Art Lafleur,Patrick Renna,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Remains of the Day,1993,1990,All Ages,134,7.8,84.0,-0.6,66065,11.098,22954968.0,16.949,James Ivory,Anthony Hopkins,Emma Thompson,John Haycraft,Christopher Reeve,2.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naked,1993,1990,Unknown,132,7.8,84.0,-0.6,34635,10.453,1769305.0,14.386,Mike Leigh,David Thewlis,Lesley Sharp,Katrin Cartlidge,Greg Cruttwell,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fugitive,1993,1990,All Ages,130,7.8,87.0,-0.9,267684,12.498,183875760.0,19.03,Andrew Davis,Harrison Ford,Tommy Lee Jones,Sela Ward,Julianne Moore,4.25,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Bronx Tale,1993,1990,Restricted,121,7.8,80.0,-0.2,128171,11.761,17266971.0,16.664,Robert De Niro,Robert De Niro,Chazz Palminteri,Lillo Brancato,Francis Capra,5.25,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Batman: Mask of the Phantasm,1993,1990,Parental Guidance,76,7.8,74.0,0.4,43690,10.685,5617391.0,15.541,Kevin Altieri,Boyd Kirkland,Frank Paur,Dan Riba,Eric Radomski,1.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lat sau san taam,1992,1990,Restricted,128,7.8,74.0,0.4,46700,10.752,4414535.0,15.3,John Woo,Yun-Fat Chow,Tony Chiu-Wai Leung,Teresa Mo,Philip Chan,2.5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night on Earth,1991,1990,Restricted,129,7.8,68.0,1.0,55362,10.922,2015810.0,14.517,Jim Jarmusch,Winona Ryder,Gena Rowlands,Lisanne Falk,Alan Randolph Scott,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La double vie de Véronique,1991,1990,Restricted,98,7.8,86.0,-0.8,42376,10.654,1999955.0,14.509,Krzysztof Kieslowski,Irène Jacob,Wladyslaw Kowalski,Halina Gryglaszewska,Kalina Jedrusik,1.25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Boyz n the Hood,1991,1990,Restricted,112,7.8,76.0,0.2,126082,11.745,57504069.0,17.867,John Singleton,Cuba Gooding Jr.,Laurence Fishburne,Hudhail Al-Amir,Lloyd Avery Ii,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Misery,1990,1990,Restricted,107,7.8,75.0,0.3,184740,12.127,61276872.0,17.931,Rob Reiner,James Caan,Kathy Bates,Richard Farnsworth,Frances Sternhagen,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Awakenings,1990,1990,All Ages,121,7.8,74.0,0.4,125276,11.738,52096475.0,17.769,Penny Marshall,Robert De Niro,Robin Williams,Julie Kavner,Ruth Nelson,5.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Majo no takkyûbin,1989,1980,All Ages,103,7.8,83.0,-0.5,124193,11.73,20605209.0,16.841,Hayao Miyazaki,Kirsten Dunst,Minami Takayama,Rei Sakuma,Kappei Yamaguchi,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Glory,1989,1980,Restricted,122,7.8,78.0,0.0,122779,11.718,26830000.0,17.105,Edward Zwick,Matthew Broderick,Denzel Washington,Cary Elwes,Morgan Freeman,5.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Dip huet seung hung,1989,1980,Restricted,111,7.8,82.0,-0.4,45624,10.728,10631333.0,16.179,John Woo,Yun-Fat Chow,Danny Lee,Sally Yeh,Kong Chu,1.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Back to the Future Part II,1989,1980,All Ages,108,7.8,57.0,2.1,481918,13.086,118500000.0,18.59,Robert Zemeckis,Michael J. Fox,Christopher Lloyd,Lea Thompson,Thomas F. Wilson,2.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mississippi Burning,1988,1980,Restricted,128,7.8,65.0,1.3,88214,11.388,34603943.0,17.359,Alan Parker,Gene Hackman,Willem Dafoe,Frances Mcdormand,Brad Dourif,4.25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Predator,1987,1980,Restricted,107,7.8,45.0,3.3,371387,12.825,59735548.0,17.905,John Mctiernan,Arnold Schwarzenegger,Carl Weathers,Kevin Peter Hall,Elpidia Carrillo,1.75,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Evil Dead II,1987,1980,Restricted,84,7.8,72.0,0.6,148359,11.907,5923044.0,15.594,Sam Raimi,Bruce Campbell,Sarah Berry,Dan Hicks,Kassie Wesley Depaiva,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ferris Bueller's Day Off,1986,1980,All Ages,103,7.8,61.0,1.7,321382,12.68,70136369.0,18.066,John Hughes,Matthew Broderick,Alan Ruck,Mia Sara,Jeffrey Jones,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Down by Law,1986,1980,Restricted,107,7.8,75.0,0.3,47834,10.776,1436000.0,14.177,Jim Jarmusch,Tom Waits,John Lurie,Roberto Benigni,Nicoletta Braschi,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Goonies,1985,1980,All Ages,114,7.8,62.0,1.6,244430,12.407,61503218.0,17.935,Richard Donner,Sean Astin,Josh Brolin,Jeff Cohen,Corey Feldman,2.5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Color Purple,1985,1980,All Ages,154,7.8,78.0,0.0,78321,11.269,98467863.0,18.405,Steven Spielberg,Danny Glover,Whoopi Goldberg,Oprah Winfrey,Margaret Avery,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
